,page,text,x1,y1,x2,y2,x3,y3,x4,y4,line_no,isHeader,isFooter
82,2,tl AustLll AustLll AustL,0.0333,10.7644,3.9469,10.5277,3.9736,11.1011,0.0433,11.2411,19.0,False,True
83,2,Retrieved from AustLII on 20 January 2021 at 20:25:32 Verify version,0.2767,11.2811,8.0039,11.2811,8.0039,11.4478,0.2767,11.4511,20.0,False,True
108,3,Senior Member A Anforth,5.3088,9.7541,7.0379,9.7541,7.0379,9.8721,5.3088,9.8721,24.0,False,True
109,3,tl AustLll AustLll AustL,0.0333,10.7644,3.9469,10.5277,3.9736,11.1011,0.0433,11.2411,25.0,False,True
110,3,Retrieved from AustLII on 20 January 2021 at 20:25:32 Verify version,0.2767,11.2811,8.0039,11.2811,8.0039,11.4478,0.2767,11.4511,26.0,False,True
135,4,Senior Member A Anforth,5.3088,9.7541,7.0379,9.7541,7.0379,9.8721,5.3088,9.8721,24.0,False,True
136,4,tl AustLll AustLll AustL,0.0333,10.7644,3.9469,10.5277,3.9736,11.1011,0.0433,11.2411,25.0,False,True
137,4,Retrieved from AustLII on 20 January 2021 at 20:25:32 Verify version,0.2767,11.2811,8.0039,11.2811,8.0039,11.4478,0.2767,11.4511,26.0,False,True
173,5,tl AustLll AustLll AustL,0.0333,10.7644,3.9469,10.5277,3.9736,11.1011,0.0433,11.2411,35.0,False,True
174,5,Retrieved from AustLII on 20 January 2021 at 20:25:32 Verify version,0.2767,11.2811,8.0039,11.2811,8.0039,11.4478,0.2767,11.4511,36.0,False,True
206,6,tl AustLll AustLll AustL,0.0333,10.761,3.9069,10.5277,3.9369,11.1077,0.0433,11.2477,31.0,False,True
207,6,Retrieved from AustLII on 20 January 2021 at 20:25:32 Verify version,0.2734,11.2811,8.0039,11.2811,8.0039,11.4478,0.2734,11.4478,32.0,False,True
241,7,tl AustLll AustLll AustL,0.0333,10.7644,3.9469,10.5277,3.9736,11.1011,0.0433,11.2411,33.0,False,True
242,7,Retrieved from AustLII on 20 January 2021 at 20:25:32 Verify version,0.2767,11.2811,8.0039,11.2811,8.0039,11.4478,0.2767,11.4511,34.0,False,True
274,8,tl AustLll AustLll AustL,0.0333,10.761,3.9069,10.5277,3.9369,11.1077,0.0433,11.2477,31.0,False,True
275,8,Retrieved from AustLII on 20 January 2021 at 20:25:32 Verify version,0.2734,11.2811,8.0039,11.2811,8.0039,11.4478,0.2734,11.4478,32.0,False,True
307,9,tl AustLll AustLll AustL,0.0333,10.7644,3.9469,10.5277,3.9736,11.1011,0.0433,11.2411,31.0,False,True
308,9,Retrieved from AustLII on 20 January 2021 at 20:25:32 Verify version,0.2767,11.2811,8.0039,11.2811,8.0039,11.4478,0.2767,11.4511,32.0,False,True
341,10,tl AustLll AustLll AustL,0.0333,10.7644,3.9469,10.5277,3.9736,11.1011,0.0433,11.2411,32.0,False,True
342,10,Retrieved from AustLII on 20 January 2021 at 20:25:32 Verify version,0.2767,11.2811,8.0039,11.2811,8.0039,11.4478,0.2767,11.4511,33.0,False,True
373,11,"3 Anforth, Christensen and Adkins, Residential Tenancies Law and Practice in NSW (The Federation",1.2554,10.2986,7.0331,10.2986,7.0331,10.4395,1.2554,10.4395,30.0,False,True
374,11,"Press, 7th ed, 2017) at [2.3.8]",1.5046,10.4656,3.1758,10.4656,3.1758,10.6064,1.5046,10.6064,31.0,False,True
375,11,stL. AustLll AustLll AustLl,0.0067,10.7544,4.0303,10.4943,4.0603,11.0877,0.02,11.2477,32.0,False,True
376,11,Retrieved from AustLII on 20 January 2021 at 20:25:32 Verify version,0.2734,11.2811,8.0039,11.2811,8.0039,11.4478,0.2734,11.4511,33.0,False,True
409,12,"4 Anforth, Christensen and Adkins, Residential Tenancies Law and Practice in NSW (The Federation",1.2543,10.2986,7.0331,10.2986,7.0331,10.4395,1.2543,10.4395,32.0,False,True
410,12,"Press, 7th ed, 2017) at [2.3.7]",1.5046,10.4656,3.1758,10.4656,3.1758,10.6064,1.5046,10.6064,33.0,False,True
411,12,stL. AustLll AustLll AustLl,0.0067,10.7544,4.0303,10.4943,4.0603,11.0877,0.02,11.2477,34.0,False,True
412,12,Retrieved from AustLII on 20 January 2021 at 20:25:32 Verify version,0.2734,11.2811,8.0039,11.2811,8.0039,11.4478,0.2734,11.4511,35.0,False,True
446,13,"5 Anforth, Christensen and Adkins, Residential Tenancies Law and Practice in NSW (The Federation",1.2565,10.2986,7.0331,10.2986,7.0331,10.4395,1.2565,10.4395,33.0,False,True
448,13,stL. AustLll AustLll AustLl,0.0067,10.7544,4.0303,10.4943,4.0603,11.0877,0.02,11.2477,35.0,False,True
449,13,Retrieved from AustLII on 20 January 2021 at 20:25:32 Verify version,0.2734,11.2811,8.0039,11.2811,8.0039,11.4478,0.2734,11.4511,36.0,False,True
487,14,"6 Anforth, Christensen and Adkins, Residential Tenancies Law and Practice in NSW (The Federation",1.2563,10.2986,7.0331,10.2986,7.0331,10.4395,1.2563,10.4395,37.0,False,True
489,14,stL. AustLll AustLll AustLl,0.0067,10.7544,4.0303,10.4943,4.0603,11.0877,0.02,11.2477,39.0,False,True
490,14,Retrieved from AustLII on 20 January 2021 at 20:25:32 Verify version,0.2734,11.2811,8.0039,11.2811,8.0039,11.4478,0.2734,11.4511,40.0,False,True
530,15,tl AustLll AustLll AustL,0.0333,10.7644,3.9469,10.5277,3.9736,11.1011,0.0433,11.2411,39.0,False,True
531,15,Retrieved from AustLII on 20 January 2021 at 20:25:32 Verify version,0.2767,11.2811,8.0039,11.2811,8.0039,11.4478,0.2767,11.4511,40.0,False,True
570,16,tl. AustLll AustLll AustL,0.0333,10.761,3.9369,10.5243,3.9669,11.1011,0.0433,11.2411,38.0,False,True
571,16,Retrieved from AustLII on 20 January 2021 at 20:25:32 Verify version,0.2734,11.2811,8.0039,11.2811,8.0039,11.4478,0.2734,11.4511,39.0,False,True
609,17,tl AustLll AustLll AustL,0.0333,10.7644,3.9469,10.5277,3.9736,11.1011,0.0433,11.2411,37.0,False,True
610,17,Retrieved from AustLII on 20 January 2021 at 20:25:32 Verify version,0.2767,11.2811,8.0039,11.2811,8.0039,11.4478,0.2767,11.4511,38.0,False,True
647,18,tl AustLll AustLll AustL,0.0333,10.7644,3.9469,10.5277,3.9736,11.1011,0.0433,11.2411,36.0,False,True
648,18,Retrieved from AustLII on 20 January 2021 at 20:25:32 Verify version,0.2767,11.2811,8.0039,11.2811,8.0039,11.4478,0.2767,11.4511,37.0,False,True
687,19,tl AustLll AustLll AustL,0.0333,10.7644,3.9469,10.5277,3.9736,11.1011,0.0433,11.2411,38.0,False,True
688,19,Retrieved from AustLII on 20 January 2021 at 20:25:32 Verify version,0.2767,11.2811,8.0039,11.2811,8.0039,11.4478,0.2767,11.4511,39.0,False,True
726,20,stL. AustLll AustLll AustLl,0.0067,10.7544,4.0303,10.4943,4.0603,11.0877,0.02,11.2477,37.0,False,True
727,20,Retrieved from AustLII on 20 January 2021 at 20:25:32 Verify version,0.2734,11.2811,8.0039,11.2811,8.0039,11.4478,0.2734,11.4511,38.0,False,True
763,21,tl AustLll AustLll AustL,0.0333,10.7644,3.9469,10.5277,3.9736,11.1011,0.0433,11.2411,35.0,False,True
764,21,Retrieved from AustLII on 20 January 2021 at 20:25:32 Verify version,0.2767,11.2811,8.0039,11.2811,8.0039,11.4478,0.2767,11.4511,36.0,False,True
796,22,tl AustLll AustLll AustL,0.0333,10.7644,3.9469,10.5277,3.9736,11.1011,0.0433,11.2411,31.0,False,True
797,22,Retrieved from AustLII on 20 January 2021 at 20:25:32 Verify version,0.2767,11.2811,8.0039,11.2811,8.0039,11.4478,0.2767,11.4511,32.0,False,True
830,23,tl AustLll AustLll AustL,0.0333,10.7644,3.9469,10.5277,3.9736,11.1011,0.0433,11.2411,32.0,False,True
831,23,Retrieved from AustLII on 20 January 2021 at 20:25:32 Verify version,0.2767,11.2811,8.0039,11.2811,8.0039,11.4478,0.2767,11.4511,33.0,False,True
864,24,tl AustLll AustLll AustL,0.0333,10.761,3.9069,10.5277,3.9369,11.1077,0.0433,11.2477,32.0,False,True
865,24,Retrieved from AustLII on 20 January 2021 at 20:25:32 Verify version,0.2734,11.2811,8.0039,11.2811,8.0039,11.4478,0.2734,11.4478,33.0,False,True
877,25,tl AustLll AustLll AustL,0.0333,10.7644,3.9469,10.5277,3.9736,11.1011,0.0433,11.2411,11.0,False,True
878,25,Retrieved from AustLII on 20 January 2021 at 20:25:32 Verify version,0.2767,11.2811,8.0039,11.2811,8.0039,11.4478,0.2767,11.4511,12.0,False,True
28,0,tl AustLll AustLll AustL,0.0333,10.7644,3.9469,10.5277,3.9736,11.1011,0.0433,11.2411,28.0,False,True
29,0,Retrieved from AustLII on 20 January 2021 at 20:25:23 Verify version,0.2767,11.2811,8.0039,11.2811,8.0039,11.4478,0.2767,11.4511,29.0,False,True
50,1,tl AustLll AustLll AustL,0.0333,10.7644,3.9469,10.5277,3.9736,11.1011,0.0433,11.2411,20.0,False,True
51,1,Retrieved from AustLII on 20 January 2021 at 20:25:23 Verify version,0.2767,11.2811,8.0039,11.2811,8.0039,11.4478,0.2767,11.4511,21.0,False,True
88,2,tl AustLll AustLll AustL,0.0333,10.7644,3.9469,10.5277,3.9736,11.1011,0.0433,11.2411,36.0,False,True
89,2,Retrieved from AustLII on 20 January 2021 at 20:25:23 Verify version,0.2767,11.2811,8.0039,11.2811,8.0039,11.4478,0.2767,11.4511,37.0,False,True
126,3,tl AustLll AustLll AustL,0.0333,10.7644,3.9469,10.5277,3.9736,11.1011,0.0433,11.2411,36.0,False,True
127,3,Retrieved from AustLII on 20 January 2021 at 20:25:23 Verify version,0.2767,11.2811,8.0039,11.2811,8.0039,11.4478,0.2767,11.4511,37.0,False,True
162,4,tl AustLll AustLll AustL,0.0333,10.7644,3.9469,10.5277,3.9736,11.1011,0.0433,11.2411,34.0,False,True
163,4,Retrieved from AustLII on 20 January 2021 at 20:25:23 Verify version,0.2767,11.2811,8.0039,11.2811,8.0039,11.4478,0.2767,11.4511,35.0,False,True
205,5,tl AustLll AustLll AustL,0.0333,10.7644,3.9469,10.5277,3.9736,11.1011,0.0433,11.2411,41.0,False,True
206,5,Retrieved from AustLII on 20 January 2021 at 20:25:23 Verify version,0.2767,11.2811,8.0039,11.2811,8.0039,11.4478,0.2767,11.4511,42.0,False,True
244,6,tl. AustLll AustLll AustL,0.0333,10.761,3.8436,10.5677,3.8669,11.1277,0.04,11.2411,37.0,False,True
245,6,Retrieved from AustLll on 20 January 2021 at 20:25:23 Verify version,0.2734,11.2811,8.0039,11.2811,8.0039,11.4478,0.2734,11.4511,38.0,False,True
290,7,stL. AustLll AustLll AustL,0.0067,10.7577,3.9269,10.5343,3.9536,11.1111,0.0167,11.2444,44.0,False,True
291,7,Retrieved from AustLll on 20 January 2021 at 20:25:23 Verify version,0.2734,11.2811,8.0039,11.2811,8.0039,11.4478,0.2734,11.4511,45.0,False,True
326,8,tl AustLll AustLll AustL,0.0333,10.7644,3.9469,10.5277,3.9736,11.1011,0.0433,11.2411,34.0,False,True
327,8,Retrieved from AustLII on 20 January 2021 at 20:25:23 Verify version,0.2767,11.2811,8.0039,11.2811,8.0039,11.4478,0.2767,11.4511,35.0,False,True
371,9,tl AustLll AustLll AustL,0.0333,10.7644,3.9469,10.5277,3.9736,11.1011,0.0433,11.2411,43.0,False,True
372,9,Retrieved from AustLII on 20 January 2021 at 20:25:23 Verify version,0.2767,11.2811,8.0039,11.2811,8.0039,11.4478,0.2767,11.4511,44.0,False,True
413,10,tl. AustLll AustLll AustL,0.0333,10.761,3.8436,10.5677,3.8669,11.1277,0.04,11.2411,40.0,False,True
414,10,Retrieved from AustLll on 20 January 2021 at 20:25:23 Verify version,0.2734,11.2811,8.0039,11.2811,8.0039,11.4478,0.2734,11.4511,41.0,False,True
448,11,tl AustLll AustLll AustL,0.0333,10.7644,3.9469,10.5277,3.9736,11.1011,0.0433,11.2411,33.0,False,True
449,11,Retrieved from AustLII on 20 January 2021 at 20:25:23 Verify version,0.2767,11.2811,8.0039,11.2811,8.0039,11.4478,0.2767,11.4511,34.0,False,True
40,0,tl AustLll AustLll AustL,0.0333,10.7644,3.9469,10.5277,3.9736,11.1011,0.0433,11.2411,40.0,False,True
41,0,Retrieved from AustLll on 20 January 2021 at 20:25:31 Verify version,0.2767,11.2811,8.0039,11.2811,8.0039,11.4478,0.2767,11.4511,41.0,False,True
53,1,tl AustLll AustLll AustL,0.0333,10.7644,3.9469,10.5277,3.9736,11.1011,0.0433,11.2411,11.0,False,True
54,1,Retrieved from AustLll on 20 January 2021 at 20:25:31 Verify version,0.2767,11.2811,8.0039,11.2811,8.0039,11.4478,0.2767,11.4511,12.0,False,True
72,2,Must!Il Aust !!! AustLII AustLi,6.1971,8.7542,7.7672,5.8706,8.0139,6.0406,6.5138,8.8908,17.0,False,True
73,2,………………………………..,4.9624,7.5496,7.0178,7.5496,7.0178,7.5677,4.9624,7.5677,18.0,False,True
74,2,Senior Member Prof. T Foley,5.0901,7.6482,7.0384,7.6482,7.0384,7.7997,5.0901,7.7997,19.0,False,True
75,2,tl AustLll AustLll AustL,0.0333,10.7644,3.9469,10.5277,3.9736,11.1011,0.0433,11.2411,20.0,False,True
76,2,Retrieved from AustLll on 20 January 2021 at 20:25:31 Verify version,0.2767,11.2811,8.0039,11.2811,8.0039,11.4478,0.2767,11.4511,21.0,False,True
94,3,2007. Must!Il Aust !!! AustLII AustLi,1.6506,7.3591,7.7672,5.8706,8.0139,7.474,1.6506,8.8908,17.0,False,True
95,3,………………………………..,4.9624,8.1337,7.0198,8.1337,7.0198,8.1519,4.9624,8.1519,18.0,False,True
96,3,Senior Member Prof. T Foley,5.0901,8.2216,7.0361,8.2216,7.0361,8.3731,5.0901,8.3731,19.0,False,True
97,3,tl AustLll AustLll AustL,0.0333,10.7644,3.9469,10.5277,3.9736,11.1011,0.0433,11.2411,20.0,False,True
98,3,Retrieved from AustLll on 20 January 2021 at 20:25:31 Verify version,0.2767,11.2811,8.0039,11.2811,8.0039,11.4478,0.2767,11.4511,21.0,False,True
134,4,tl. AustLll AustLll AustL,0.0333,10.761,3.8436,10.5677,3.8669,11.1277,0.04,11.2411,35.0,False,True
135,4,Retrieved from AustLII on 20 January 2021 at 20:25:31 Verify version,0.2734,11.2811,8.0039,11.2811,8.0039,11.4478,0.2734,11.4511,36.0,False,True
170,5,tl. AustLll AustLll AustL,0.0333,10.761,3.8436,10.5677,3.8669,11.1277,0.04,11.2411,34.0,False,True
171,5,Retrieved from AustLII on 20 January 2021 at 20:25:31 Verify version,0.2734,11.2811,8.0039,11.2811,8.0039,11.4478,0.2734,11.4511,35.0,False,True
205,6,stL. AustLll AustLll AustL,0.0067,10.7577,3.9303,10.5277,3.9569,11.1077,0.0167,11.2444,33.0,False,True
206,6,Retrieved from AustLII on 20 January 2021 at 20:25:31 Verify version,0.2734,11.2811,8.0039,11.2811,8.0039,11.4478,0.2734,11.4511,34.0,False,True
244,7,tl. AustLll AustLll AustL,0.0333,10.761,3.8436,10.5677,3.8669,11.1277,0.04,11.2411,37.0,False,True
245,7,Retrieved from AustLII on 20 January 2021 at 20:25:31 Verify version,0.2734,11.2811,8.0039,11.2811,8.0039,11.4478,0.2734,11.4511,38.0,False,True
284,8,tl AustLll AustLll AustL,0.0333,10.7644,3.9469,10.5277,3.9736,11.1011,0.0433,11.2411,38.0,False,True
285,8,Retrieved from AustLll on 20 January 2021 at 20:25:31 Verify version,0.2767,11.2811,8.0039,11.2811,8.0039,11.4478,0.2767,11.4511,39.0,False,True
326,9,tl AustLll AustLll AustL,0.0333,10.7644,3.9469,10.5277,3.9736,11.1011,0.0433,11.2411,40.0,False,True
327,9,Retrieved from AustLll on 20 January 2021 at 20:25:31 Verify version,0.2767,11.2811,8.0039,11.2811,8.0039,11.4478,0.2767,11.4511,41.0,False,True
365,10,tl AustLll AustLll AustL,0.0333,10.7644,3.9469,10.5277,3.9736,11.1011,0.0433,11.2411,37.0,False,True
366,10,Retrieved from AustLll on 20 January 2021 at 20:25:31 Verify version,0.2767,11.2811,8.0039,11.2811,8.0039,11.4478,0.2767,11.4511,38.0,False,True
406,11,stL. AustLll AustLll AustL,0.0067,10.7577,3.9303,10.5277,3.9569,11.1077,0.0167,11.2444,39.0,False,True
407,11,Retrieved from AustLII on 20 January 2021 at 20:25:31 Verify version,0.2734,11.2811,8.0039,11.2811,8.0039,11.4478,0.2734,11.4511,40.0,False,True
443,12,stL. AustLll AustLll AustL,0.0067,10.7577,3.9403,10.5243,3.9669,11.1044,0.0167,11.2411,35.0,False,True
444,12,Retrieved from AustLll on 20 January 2021 at 20:25:31 Verify version,0.2734,11.2811,8.0039,11.2777,8.0039,11.4478,0.2734,11.4511,36.0,False,True
482,13,tl AustLll AustLll AustLl,0.0333,10.7644,3.9569,10.5177,3.9836,11.0944,0.0433,11.2444,37.0,False,True
483,13,Retrieved from AustLll on 20 January 2021 at 20:25:31 Verify version,0.2767,11.2811,8.0039,11.2811,8.0039,11.4478,0.2767,11.4511,38.0,False,True
520,14,tl AustLll AustLll AustL,0.0333,10.7644,3.9469,10.5277,3.9736,11.1011,0.0433,11.2411,36.0,False,True
521,14,Retrieved from AustLll on 20 January 2021 at 20:25:31 Verify version,0.2767,11.2811,8.0039,11.2811,8.0039,11.4478,0.2767,11.4511,37.0,False,True
558,15,stL. AustLll AustLll AustL,0.0067,10.7577,3.9269,10.5343,3.9536,11.1111,0.0167,11.2444,36.0,False,True
559,15,Retrieved from AustLII on 20 January 2021 at 20:25:31 Verify version,0.2734,11.2811,8.0039,11.2811,8.0039,11.4478,0.2734,11.4511,37.0,False,True
597,16,tl AustLll AustLll AustL,0.0333,10.7644,3.9469,10.5277,3.9736,11.1011,0.0433,11.2411,37.0,False,True
598,16,Retrieved from AustLll on 20 January 2021 at 20:25:31 Verify version,0.2767,11.2811,8.0039,11.2811,8.0039,11.4478,0.2767,11.4511,38.0,False,True
638,17,tl AustLll AustLll AustL,0.0333,10.761,3.9403,10.5277,3.9669,11.1011,0.0433,11.2411,39.0,False,True
639,17,Retrieved from AustLll on 20 January 2021 at 20:25:31 Verify version,0.2767,11.2811,8.0039,11.2777,8.0039,11.4478,0.2767,11.4511,40.0,False,True
678,18,stL. AustLll AustLll AustL,0.0067,10.7577,3.9403,10.5243,3.9669,11.1044,0.0167,11.2411,38.0,False,True
679,18,Retrieved from AustLll on 20 January 2021 at 20:25:31 Verify version,0.2734,11.2811,8.0039,11.2777,8.0039,11.4478,0.2734,11.4511,39.0,False,True
717,19,tl. AustLll AustLll AustL,0.0333,10.761,3.8436,10.5677,3.8669,11.1277,0.04,11.2411,37.0,False,True
718,19,Retrieved from AustLII on 20 January 2021 at 20:25:31 Verify version,0.2734,11.2811,8.0039,11.2811,8.0039,11.4478,0.2734,11.4511,38.0,False,True
759,20,tl AustLll AustLll AustL,0.0333,10.7644,3.9469,10.5277,3.9736,11.1011,0.0433,11.2411,40.0,False,True
760,20,Retrieved from AustLll on 20 January 2021 at 20:25:31 Verify version,0.2767,11.2811,8.0039,11.2811,8.0039,11.4478,0.2767,11.4511,41.0,False,True
800,21,tl AustLll AustLll AustL,0.0333,10.7644,3.9469,10.5277,3.9736,11.1011,0.0433,11.2411,39.0,False,True
801,21,Retrieved from AustLll on 20 January 2021 at 20:25:31 Verify version,0.2767,11.2811,8.0039,11.2811,8.0039,11.4478,0.2767,11.4511,40.0,False,True
838,22,tl AustLll AustLll AustL,0.0333,10.7644,3.9469,10.5277,3.9736,11.1011,0.0433,11.2411,36.0,False,True
839,22,Retrieved from AustLll on 20 January 2021 at 20:25:31 Verify version,0.2767,11.2811,8.0039,11.2811,8.0039,11.4478,0.2767,11.4511,37.0,False,True
872,23,tl AustLll AustLll AustL,0.0333,10.7644,3.9469,10.5277,3.9736,11.1011,0.0433,11.2411,32.0,False,True
873,23,Retrieved from AustLll on 20 January 2021 at 20:25:31 Verify version,0.2767,11.2811,8.0039,11.2811,8.0039,11.4478,0.2767,11.4511,33.0,False,True
911,24,tl AustLll AustLll AustLl,0.0333,10.7644,3.9569,10.5177,3.9836,11.0944,0.0433,11.2444,37.0,False,True
912,24,Retrieved from AustLll on 20 January 2021 at 20:25:31 Verify version,0.2767,11.2811,8.0039,11.2811,8.0039,11.4478,0.2767,11.4511,38.0,False,True
949,25,tl AustLll AustLll AustL,0.0333,10.761,3.9403,10.5277,3.9669,11.1011,0.0433,11.2411,36.0,False,True
950,25,Retrieved from AustLll on 20 January 2021 at 20:25:31 Verify version,0.2767,11.2811,8.0039,11.2777,8.0039,11.4478,0.2767,11.4511,37.0,False,True
991,26,tl AustLll AustLll AustLl,0.0333,10.7644,3.9569,10.5177,3.9836,11.0944,0.0433,11.2444,40.0,False,True
992,26,Retrieved from AustLll on 20 January 2021 at 20:25:31 Verify version,0.2767,11.2811,8.0039,11.2811,8.0039,11.4478,0.2767,11.4511,41.0,False,True
1026,27,tl AustLll AustLll AustL,0.0333,10.7644,3.9469,10.5277,3.9736,11.1011,0.0433,11.2411,33.0,False,True
1027,27,Retrieved from AustLll on 20 January 2021 at 20:25:31 Verify version,0.2767,11.2811,8.0039,11.2811,8.0039,11.4478,0.2767,11.4511,34.0,False,True
24,0,tl AustLll AustLll AustL,0.0333,10.7644,3.9469,10.5277,3.9736,11.1011,0.0433,11.2411,24.0,False,True
25,0,Retrieved from AustLII on 20 January 2021 at 20:25:14 Verify version,0.2767,11.2811,8.0039,11.2811,8.0039,11.4478,0.2767,11.4478,25.0,False,True
55,1,tl. AustLll AustLll AustL,0.0333,10.761,3.9569,10.511,3.9869,11.0911,0.0433,11.2444,29.0,False,True
56,1,Retrieved from AustLII on 20 January 2021 at 20:25:14 Verify version,0.2734,11.2811,8.0039,11.2811,8.0039,11.4478,0.2734,11.4511,30.0,False,True
88,2,tl. AustLll AustLll AustL,0.0333,10.7644,3.9436,10.5243,3.9736,11.0977,0.0433,11.2444,31.0,False,True
89,2,Retrieved from AustLII on 20 January 2021 at 20:25:14 Verify version,0.2734,11.2811,8.0039,11.2811,8.0039,11.4478,0.2734,11.4478,32.0,False,True
101,3,tl AustLll AustLll AustL,0.0333,10.7644,3.9469,10.5277,3.9736,11.1011,0.0433,11.2411,11.0,False,True
102,3,Retrieved from AustLII on 20 January 2021 at 20:25:14 Verify version,0.2767,11.2811,8.0039,11.2811,8.0039,11.4478,0.2767,11.4478,12.0,False,True
124,4,tl AustLll AustLll AustL,0.0333,10.7644,3.9469,10.5277,3.9736,11.1011,0.0433,11.2411,21.0,False,True
125,4,Retrieved from AustLII on 20 January 2021 at 20:25:14 Verify version,0.2767,11.2811,8.0039,11.2811,8.0039,11.4478,0.2767,11.4478,22.0,False,True
158,5,tl AustLll AustLll AustL,0.0333,10.7644,3.9469,10.5277,3.9736,11.1011,0.0433,11.2411,32.0,False,True
159,5,Retrieved from AustLII on 20 January 2021 at 20:25:14 Verify version,0.2767,11.2811,8.0039,11.2811,8.0039,11.4478,0.2767,11.4478,33.0,False,True
195,6,tl AustLll AustLll AustL,0.0333,10.7644,3.9469,10.5277,3.9736,11.1011,0.0433,11.2411,35.0,False,True
196,6,Retrieved from AustLII on 20 January 2021 at 20:25:14 Verify version,0.2767,11.2811,8.0039,11.2811,8.0039,11.4478,0.2767,11.4478,36.0,False,True
228,7,tl AustLll AustLll AustL,0.0333,10.7644,3.9469,10.5277,3.9736,11.1011,0.0433,11.2411,31.0,False,True
229,7,Retrieved from AustLII on 20 January 2021 at 20:25:14 Verify version,0.2767,11.2811,8.0039,11.2811,8.0039,11.4478,0.2767,11.4478,32.0,False,True
266,8,tl AustLll AustLll AustL,0.0333,10.7644,3.9469,10.5277,3.9736,11.1011,0.0433,11.2411,36.0,False,True
267,8,Retrieved from AustLII on 20 January 2021 at 20:25:14 Verify version,0.2767,11.2811,8.0039,11.2811,8.0039,11.4478,0.2767,11.4478,37.0,False,True
302,9,tl AustLll AustLll AustL,0.0333,10.7644,3.9469,10.5277,3.9736,11.1011,0.0433,11.2411,34.0,False,True
303,9,Retrieved from AustLII on 20 January 2021 at 20:25:14 Verify version,0.2767,11.2811,8.0039,11.2811,8.0039,11.4478,0.2767,11.4478,35.0,False,True
336,10,tl AustLll AustLll AustL,0.0333,10.7644,3.9469,10.5277,3.9736,11.1011,0.0433,11.2411,32.0,False,True
337,10,Retrieved from AustLII on 20 January 2021 at 20:25:14 Verify version,0.2767,11.2811,8.0039,11.2811,8.0039,11.4478,0.2767,11.4478,33.0,False,True
367,11,tl AustLll AustLll AustL,0.0333,10.761,3.9069,10.5277,3.9369,11.1077,0.0433,11.2477,29.0,False,True
368,11,Retrieved from AustLII on 20 January 2021 at 20:25:14 Verify version,0.2734,11.2811,8.0039,11.2811,8.0039,11.4478,0.2734,11.4478,30.0,False,True
403,12,tl AustLll AustLll AustL,0.0333,10.7644,3.9469,10.5277,3.9736,11.1011,0.0433,11.2411,34.0,False,True
404,12,Retrieved from AustLII on 20 January 2021 at 20:25:14 Verify version,0.2767,11.2811,8.0039,11.2811,8.0039,11.4478,0.2767,11.4478,35.0,False,True
440,13,stL. AustLll AustLll AustLl,0.0067,10.751,4.0303,10.4943,4.0603,11.0877,0.02,11.2477,35.0,False,True
441,13,Retrieved from AustLII on 20 January 2021 at 20:25:14 Verify version,0.2734,11.2811,8.0039,11.2811,8.0039,11.4478,0.2734,11.4478,36.0,False,True
483,14,tl AustLll AustLll AustL,0.0333,10.7644,3.9469,10.5277,3.9736,11.1011,0.0433,11.2411,41.0,False,True
484,14,Retrieved from AustLII on 20 January 2021 at 20:25:14 Verify version,0.2767,11.2811,8.0039,11.2811,8.0039,11.4478,0.2767,11.4478,42.0,False,True
521,15,tl AustLll AustLll AustL,0.0333,10.761,3.9069,10.5277,3.9369,11.1077,0.0433,11.2477,36.0,False,True
522,15,Retrieved from AustLII on 20 January 2021 at 20:25:14 Verify version,0.2734,11.2811,8.0039,11.2811,8.0039,11.4478,0.2734,11.4478,37.0,False,True
557,16,tl AustLll AustLll AustL,0.0333,10.7644,3.9469,10.5277,3.9736,11.1011,0.0433,11.2411,34.0,False,True
558,16,Retrieved from AustLII on 20 January 2021 at 20:25:14 Verify version,0.2767,11.2811,8.0039,11.2811,8.0039,11.4478,0.2767,11.4478,35.0,False,True
582,17,tl AustLll AustLll AustL,0.0333,10.7644,3.9469,10.5277,3.9736,11.1011,0.0433,11.2411,23.0,False,True
583,17,Retrieved from AustLII on 20 January 2021 at 20:25:14 Verify version,0.2767,11.2811,8.0039,11.2811,8.0039,11.4478,0.2767,11.4478,24.0,False,True
41,0,tl AustLll AustLll AustL,0.0333,10.7644,3.9469,10.5277,3.9736,11.1011,0.0433,11.2411,41.0,False,True
42,0,Retrieved from AustLII on 20 January 2021 at 20:25:23 Verify version,0.2767,11.2811,8.0039,11.2811,8.0039,11.4478,0.2767,11.4511,42.0,False,True
80,1,tl AustLll AustLll AustL,0.0333,10.7644,3.9469,10.5277,3.9736,11.1011,0.0433,11.2411,37.0,False,True
81,1,Retrieved from AustLII on 20 January 2021 at 20:25:23 Verify version,0.2767,11.2811,8.0039,11.2811,8.0039,11.4478,0.2767,11.4511,38.0,False,True
105,2,tl AustLll AustLll AustL,0.0333,10.7644,3.9469,10.5277,3.9736,11.1011,0.0433,11.2411,23.0,False,True
106,2,Retrieved from AustLII on 20 January 2021 at 20:25:23 Verify version,0.2767,11.2811,8.0039,11.2811,8.0039,11.4478,0.2767,11.4511,24.0,False,True
143,3,tl AustLll AustLll AustL,0.0333,10.7644,3.9469,10.5277,3.9736,11.1011,0.0433,11.2411,36.0,False,True
144,3,Retrieved from AustLII on 20 January 2021 at 20:25:23 Verify version,0.2767,11.2811,8.0039,11.2811,8.0039,11.4478,0.2767,11.4511,37.0,False,True
