,page,text,x1,y1,x2,y2,x3,y3,x4,y4,line_no,isHeader,isFooter
90,3,Signed by AustLII,0.6033,0.31,1.5367,0.3,1.5367,0.4467,0.6033,0.4533,0.0,True,False
91,3,2,4.2171,0.5234,4.2899,0.5234,4.2899,0.6361,4.2171,0.6361,1.0,True,False
92,3,istLI AustLII AustLI,6.5033,0.3467,8.0833,1.0067,7.9733,1.2867,6.4033,0.59,2.0,True,False
93,3,ustLII AustLII,4.5533,0.9933,5.7133,0.7,5.7667,0.9033,4.6,1.18,3.0,True,False
133,4,Signed by AustLII,0.6033,0.31,1.5367,0.3,1.5367,0.4467,0.6033,0.4533,0.0,True,False
134,4,3,4.2204,0.5234,4.2831,0.5234,4.2831,0.6379,4.2204,0.6379,1.0,True,False
135,4,istLI AustLII AustLI,6.5033,0.3467,8.0833,1.0067,7.9733,1.2867,6.4033,0.59,2.0,True,False
136,4,ustLII AustLII,4.5533,0.9933,5.7133,0.7,5.7667,0.9033,4.6,1.18,3.0,True,False
178,5,Signed by AustLII,0.6033,0.31,1.5367,0.3,1.5367,0.4467,0.6033,0.4533,0.0,True,False
179,5,4,4.2163,0.5234,4.2911,0.5234,4.2911,0.6361,4.2163,0.6361,1.0,True,False
180,5,istLI AustLII AustLI,6.5033,0.3467,8.0833,1.0067,7.9733,1.2867,6.4033,0.59,2.0,True,False
181,5,ustLII AustLII,4.5533,0.9933,5.7133,0.7,5.7667,0.9033,4.6,1.18,3.0,True,False
217,6,Signed by AustLII,0.6033,0.31,1.5367,0.3,1.5367,0.4467,0.6033,0.4533,0.0,True,False
218,6,5,4.2216,0.5258,4.2859,0.5258,4.2859,0.6379,4.2216,0.6379,1.0,True,False
219,6,istLI AustLII AustLI,6.5033,0.3467,8.0833,1.0067,7.9733,1.2867,6.4033,0.59,2.0,True,False
220,6,ustLII AustLII,4.5533,0.9933,5.7133,0.7,5.7667,0.9033,4.6,1.18,3.0,True,False
261,7,Signed by AustLII,0.6033,0.31,1.5367,0.3,1.5367,0.4467,0.6033,0.4533,0.0,True,False
262,7,6,4.2208,0.5234,4.2904,0.5234,4.2904,0.6379,4.2208,0.6379,1.0,True,False
263,7,istLI AustLII AustLI,6.5033,0.3467,8.0833,1.0067,7.9733,1.2867,6.4033,0.59,2.0,True,False
264,7,ustLII AustLII,4.5533,0.9933,5.7133,0.7,5.7667,0.9033,4.6,1.18,3.0,True,False
271,8,Signed by AustLII,0.6033,0.31,1.5367,0.3,1.5367,0.4467,0.6033,0.4533,0.0,True,False
272,8,7,4.2198,0.5258,4.2896,0.5258,4.2896,0.6383,4.2198,0.6383,1.0,True,False
273,8,istLI AustLII AustLI,6.5033,0.3467,8.0833,1.0067,7.9733,1.2867,6.4033,0.59,2.0,True,False
274,8,ustLII AustLI!,4.55,0.99,5.7133,0.6967,5.7667,0.9033,4.6,1.18,3.0,True,False
0,0,Signed by AustLII,0.2767,0.33,1.2468,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
1,0,istLI AustLII AustLII,6.5271,0.3767,8.1905,1.0701,8.0705,1.3735,6.4271,0.6267,1.0,True,False
26,1,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
27,1,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,1.0,True,False
28,1,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,2.0,True,False
29,1,AUSTRALIAN CAPITAL TERRITORY ),1.0027,1.0278,4.0539,1.0278,4.0539,1.179,1.0027,1.179,3.0,True,False
30,1,DISCRIMINATION TRIBUNAL ) NOS: DT06/389-392,1.0042,1.2153,5.9377,1.2153,5.9377,1.3665,1.0042,1.3665,4.0,True,False
57,2,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
58,2,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,1.0,True,False
59,2,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,2.0,True,False
60,2,AUSTRALIAN CAPITAL TERRITORY ),1.0027,1.0278,4.0539,1.0278,4.0539,1.179,1.0027,1.179,3.0,True,False
61,2,DISCRIMINATION TRIBUNAL ) NOS: DT06/389-392,1.0042,1.2153,5.9377,1.2153,5.9377,1.3665,1.0042,1.3665,4.0,True,False
100,3,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
101,3,2,4.1025,0.52,4.1754,0.52,4.1754,0.6326,4.1025,0.6326,1.0,True,False
102,3,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
103,3,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
146,4,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
147,4,3,4.1059,0.52,4.1685,0.52,4.1685,0.6345,4.1059,0.6345,1.0,True,False
148,4,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
149,4,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
186,5,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
187,5,4,4.1017,0.52,4.1765,0.52,4.1765,0.6326,4.1017,0.6326,1.0,True,False
188,5,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
189,5,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
233,6,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
234,6,5,4.107,0.5223,4.1714,0.5223,4.1714,0.6345,4.107,0.6345,1.0,True,False
235,6,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
236,6,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
277,7,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
278,7,6,4.1062,0.52,4.1759,0.52,4.1759,0.6345,4.1062,0.6345,1.0,True,False
279,7,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
280,7,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
326,8,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
327,8,7,4.1052,0.5223,4.175,0.5223,4.175,0.6348,4.1052,0.6348,1.0,True,False
328,8,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
329,8,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
376,9,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
377,9,8,4.1092,0.52,4.1727,0.52,4.1727,0.6345,4.1092,0.6345,1.0,True,False
378,9,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
379,9,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
417,10,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
418,10,9,4.1057,0.52,4.1752,0.52,4.1752,0.6348,4.1057,0.6348,1.0,True,False
419,10,istLI AustLII AustLI,6.5271,0.38,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
420,10,AustLII AustLII,4.4303,1.0601,5.677,0.7434,5.7337,0.9668,4.4803,1.2601,3.0,True,False
0,0,Signed by AustLII,0.6033,0.31,1.5333,0.3033,1.5333,0.4467,0.6067,0.4533,0.0,True,False
1,0,istLI AustLII AustLI,6.51,0.3433,8.0867,1.01,7.9767,1.29,6.4067,0.5867,1.0,True,False
28,1,Signed by AustLII,0.6033,0.31,1.5367,0.3,1.5367,0.4467,0.6033,0.4533,0.0,True,False
29,1,istLI AustLII AustLI,6.5033,0.3467,8.0833,1.0067,7.9733,1.2867,6.4033,0.59,1.0,True,False
30,1,ustLII AustLII,4.5533,0.9933,5.7133,0.7,5.7667,0.9033,4.6,1.18,2.0,True,False
31,1,AUSTRALIAN CAPITAL TERRITORY ),1.2527,1.0313,4.3039,1.0313,4.3039,1.1824,1.2527,1.1824,3.0,True,False
32,1,DISCRIMINATION TRIBUNAL ) NO: DT05/547,1.2542,1.2191,5.9154,1.2191,5.9154,1.3702,1.2542,1.3702,4.0,True,False
51,2,Signed by AustLII,0.6033,0.31,1.5367,0.3,1.5367,0.4467,0.6033,0.4533,0.0,True,False
52,2,istLI AustLII AustLI,6.5033,0.3467,8.0833,1.0067,7.9733,1.2867,6.4033,0.59,1.0,True,False
53,2,ustLII AustLII,4.5533,0.9933,5.7133,0.7,5.7667,0.9033,4.6,1.18,2.0,True,False
54,2,AUSTRALIAN CAPITAL TERRITORY ),1.2527,1.0313,4.3039,1.0313,4.3039,1.1824,1.2527,1.1824,3.0,True,False
55,2,DISCRIMINATION TRIBUNAL ) NO: DT05/547,1.2542,1.2191,5.9154,1.2191,5.9154,1.3702,1.2542,1.3702,4.0,True,False
92,3,Signed by AustLII,0.6,0.31,1.5367,0.3,1.5367,0.4467,0.6033,0.4533,0.0,True,False
93,3,2,4.2171,0.5234,4.2899,0.5234,4.2899,0.6361,4.2171,0.6361,1.0,True,False
94,3,istLI AustLII AustLI,6.5033,0.3467,8.0867,1.0033,7.9733,1.2867,6.4033,0.59,2.0,True,False
95,3,ustLII AustLI,4.5533,0.9933,5.7133,0.7,5.7667,0.9033,4.6,1.18,3.0,True,False
138,4,Signed by AustLII,0.6033,0.31,1.5367,0.3,1.5367,0.4467,0.6033,0.4533,0.0,True,False
139,4,3,4.2204,0.5234,4.2831,0.5234,4.2831,0.6379,4.2204,0.6379,1.0,True,False
140,4,istLI AustLII AustLI,6.5033,0.3467,8.0833,1.0067,7.9733,1.2867,6.4033,0.59,2.0,True,False
141,4,ustLII AustLII,4.5533,0.9933,5.7133,0.7,5.7667,0.9033,4.6,1.18,3.0,True,False
188,5,Signed by AustLII,0.6033,0.31,1.5367,0.3,1.5367,0.4467,0.6033,0.4533,0.0,True,False
189,5,4,4.2163,0.5234,4.2911,0.5234,4.2911,0.6361,4.2163,0.6361,1.0,True,False
190,5,istLI AustLII AustLI,6.5033,0.3467,8.0833,1.0067,7.9733,1.2867,6.4033,0.59,2.0,True,False
191,5,ustLII AustLII,4.5533,0.9933,5.7133,0.7,5.7667,0.9033,4.6,1.18,3.0,True,False
234,6,Signed by AustLII,0.6033,0.31,1.5367,0.3,1.5367,0.4467,0.6033,0.4533,0.0,True,False
235,6,5,4.2216,0.5258,4.2859,0.5258,4.2859,0.6379,4.2216,0.6379,1.0,True,False
236,6,istLI AustLII AustLI,6.5033,0.3467,8.0833,1.0067,7.9733,1.2867,6.4033,0.59,2.0,True,False
237,6,ustLII AustLII,4.5533,0.9933,5.7133,0.7,5.7667,0.9033,4.6,1.18,3.0,True,False
277,7,Signed by AustLII,0.6033,0.31,1.5367,0.3,1.5367,0.4467,0.6033,0.4533,0.0,True,False
278,7,6,4.2208,0.5234,4.2904,0.5234,4.2904,0.6379,4.2208,0.6379,1.0,True,False
279,7,istLI AustLII AustLI,6.5033,0.3467,8.0833,1.0067,7.9733,1.2867,6.4033,0.59,2.0,True,False
280,7,ustLII AustLII,4.5533,0.9933,5.7133,0.7,5.7667,0.9033,4.6,1.18,3.0,True,False
324,8,Signed by AustLII,0.6033,0.31,1.5367,0.3,1.5367,0.4467,0.6033,0.4533,0.0,True,False
325,8,7,4.2198,0.5258,4.2896,0.5258,4.2896,0.6383,4.2198,0.6383,1.0,True,False
326,8,istLI AustLII AustLI,6.5033,0.3467,8.0833,1.0067,7.9733,1.2867,6.4033,0.59,2.0,True,False
327,8,ustLII AustLII,4.5533,0.9933,5.7133,0.7,5.7667,0.9033,4.6,1.18,3.0,True,False
372,9,Signed by AustLII,0.6033,0.31,1.5367,0.3,1.5367,0.4467,0.6033,0.4533,0.0,True,False
373,9,8,4.2238,0.5234,4.2873,0.5234,4.2873,0.6379,4.2238,0.6379,1.0,True,False
374,9,istLI AustLII AustLI,6.5033,0.3467,8.0833,1.0067,7.9733,1.2867,6.4033,0.59,2.0,True,False
375,9,ustLII AustLII,4.5533,0.9933,5.7133,0.7,5.7667,0.9033,4.6,1.18,3.0,True,False
415,10,Signed by AustLII,0.6033,0.31,1.5367,0.3,1.5367,0.4467,0.6033,0.4533,0.0,True,False
416,10,9,4.2203,0.5234,4.2898,0.5234,4.2898,0.6383,4.2203,0.6383,1.0,True,False
417,10,istLI AustLII AustLI,6.5033,0.3467,8.0833,1.0067,7.9733,1.2867,6.4033,0.59,2.0,True,False
418,10,ustLII AustLI!,4.5533,0.9933,5.7133,0.7,5.7667,0.9033,4.6,1.18,3.0,True,False
457,11,Signed by AustLII,0.6033,0.31,1.5367,0.3,1.5367,0.4467,0.6033,0.4533,0.0,True,False
458,11,10,4.1914,0.5234,4.3326,0.5234,4.3326,0.6379,4.1914,0.6379,1.0,True,False
459,11,istLI AustLII AustLI,6.5033,0.3467,8.0833,1.0067,7.9733,1.2867,6.4033,0.59,2.0,True,False
460,11,ustLII AustLII,4.5533,0.9933,5.7133,0.7,5.7667,0.9033,4.6,1.18,3.0,True,False
505,12,Signed by AustLII,0.6033,0.31,1.5367,0.3,1.5367,0.4467,0.6033,0.4533,0.0,True,False
506,12,11,4.1914,0.5234,4.3183,0.5234,4.3183,0.6361,4.1914,0.6361,1.0,True,False
507,12,istLI AustLII AustLI,6.5033,0.3467,8.0833,1.0067,7.9733,1.2867,6.4033,0.59,2.0,True,False
508,12,ustLII AustLII,4.5533,0.9933,5.7133,0.7,5.7667,0.9033,4.6,1.18,3.0,True,False
553,13,Signed by AustLII,0.6033,0.31,1.5367,0.3,1.5367,0.4467,0.6033,0.4533,0.0,True,False
554,13,12,4.1914,0.5234,4.3316,0.5234,4.3316,0.6361,4.1914,0.6361,1.0,True,False
555,13,istLI AustLII AustLI,6.5033,0.3467,8.0833,1.0067,7.9733,1.2867,6.4033,0.59,2.0,True,False
556,13,ustLII AustLII,4.5533,0.9933,5.7133,0.7,5.7667,0.9033,4.6,1.18,3.0,True,False
576,14,Signed by AustLII,0.6033,0.31,1.5367,0.3,1.5367,0.4467,0.6033,0.4533,0.0,True,False
577,14,13,4.1914,0.5234,4.3248,0.5234,4.3248,0.6379,4.1914,0.6379,1.0,True,False
578,14,istLI AustLII AustLI,6.5033,0.3467,8.0833,1.0067,7.9733,1.2867,6.4033,0.59,2.0,True,False
579,14,ustLII AustLI!,4.55,0.99,5.7133,0.6967,5.7667,0.9033,4.6,1.18,3.0,True,False
0,0,Signed by AustLII,0.6033,0.31,1.5333,0.3033,1.5333,0.4467,0.6067,0.4533,0.0,True,False
1,0,istLI AustLII AustLI,6.51,0.3433,8.0867,1.01,7.9767,1.29,6.4067,0.5867,1.0,True,False
31,1,Signed by AustLII,0.6033,0.31,1.5367,0.3,1.5367,0.4467,0.6033,0.4533,0.0,True,False
32,1,istLI AustLII AustLI,6.5033,0.3467,8.0833,1.0067,7.9733,1.2867,6.4033,0.59,1.0,True,False
33,1,ustLII AustLII,4.5533,0.9933,5.7133,0.7,5.7667,0.9033,4.6,1.18,2.0,True,False
34,1,AUSTRALIAN CAPITAL TERRITORY ),1.2527,1.0313,4.3039,1.0313,4.3039,1.1824,1.2527,1.1824,3.0,True,False
35,1,DISCRIMINATION TRIBUNAL ) NO: DT06/242,1.2542,1.2191,5.9158,1.2191,5.9158,1.3702,1.2542,1.3702,4.0,True,False
54,2,Signed by AustLII,0.6033,0.31,1.5367,0.3,1.5367,0.4467,0.6033,0.4533,0.0,True,False
55,2,istLI AustLII AustLI,6.5033,0.3467,8.0833,1.0067,7.9733,1.2867,6.4033,0.59,1.0,True,False
56,2,ustLII AustLII,4.5533,0.9933,5.7133,0.7,5.7667,0.9033,4.6,1.18,2.0,True,False
57,2,AUSTRALIAN CAPITAL TERRITORY ),1.2527,1.0313,4.3039,1.0313,4.3039,1.1824,1.2527,1.1824,3.0,True,False
58,2,DISCRIMINATION TRIBUNAL ) NO: DT06/242,1.2542,1.2191,5.9158,1.2191,5.9158,1.3702,1.2542,1.3702,4.0,True,False
97,3,Signed by AustLII,0.6033,0.31,1.5367,0.3,1.5367,0.4467,0.6033,0.4533,0.0,True,False
98,3,2,4.2171,0.5234,4.2899,0.5234,4.2899,0.6361,4.2171,0.6361,1.0,True,False
99,3,istLI AustLII AustLI,6.5033,0.3467,8.0833,1.0067,7.9733,1.2867,6.4033,0.59,2.0,True,False
100,3,ustLII AustLII,4.5533,0.9933,5.7133,0.7,5.7667,0.9033,4.6,1.18,3.0,True,False
139,4,Signed by AustLII,0.6033,0.31,1.5367,0.3,1.5367,0.4467,0.6033,0.4533,0.0,True,False
140,4,3,4.2204,0.5234,4.2831,0.5234,4.2831,0.6379,4.2204,0.6379,1.0,True,False
141,4,istLI AustLII AustLI,6.5033,0.3467,8.0833,1.0067,7.9733,1.2867,6.4033,0.59,2.0,True,False
142,4,ustLII AustLII,4.5533,0.9933,5.7133,0.7,5.7667,0.9033,4.6,1.18,3.0,True,False
185,5,Signed by AustLII,0.6033,0.31,1.5367,0.3,1.5367,0.4467,0.6033,0.4533,0.0,True,False
186,5,4,4.2163,0.5234,4.2911,0.5234,4.2911,0.6361,4.2163,0.6361,1.0,True,False
187,5,istLI AustLII AustLI,6.5033,0.3467,8.0833,1.0067,7.9733,1.2867,6.4033,0.59,2.0,True,False
188,5,ustLII AustLII,4.5533,0.9933,5.7133,0.7,5.7667,0.9033,4.6,1.18,3.0,True,False
231,6,Signed by AustLII,0.6033,0.31,1.5367,0.3,1.5367,0.4467,0.6033,0.4533,0.0,True,False
232,6,5,4.2216,0.5258,4.2859,0.5258,4.2859,0.6379,4.2216,0.6379,1.0,True,False
233,6,istLI AustLII AustLI,6.5033,0.3467,8.0833,1.0067,7.9733,1.2867,6.4033,0.59,2.0,True,False
234,6,ustLII AustLII,4.5533,0.9933,5.7133,0.7,5.7667,0.9033,4.6,1.18,3.0,True,False
277,7,Signed by AustLII,0.6033,0.31,1.5367,0.3,1.5367,0.4467,0.6033,0.4533,0.0,True,False
278,7,6,4.2208,0.5234,4.2904,0.5234,4.2904,0.6379,4.2208,0.6379,1.0,True,False
279,7,istLI AustLII AustLI,6.5033,0.3467,8.0833,1.0067,7.9733,1.2867,6.4033,0.59,2.0,True,False
280,7,ustLII AustLII,4.5533,0.9933,5.7133,0.7,5.7667,0.9033,4.6,1.18,3.0,True,False
325,8,Signed by AustLII,0.6033,0.31,1.5367,0.3,1.5367,0.4467,0.6033,0.4533,0.0,True,False
326,8,7,4.2198,0.5258,4.2896,0.5258,4.2896,0.6383,4.2198,0.6383,1.0,True,False
327,8,istLI AustLII AustLI,6.5033,0.3467,8.0833,1.0067,7.9733,1.2867,6.4033,0.59,2.0,True,False
328,8,ustLII AustLII,4.5533,0.9933,5.7133,0.7,5.7667,0.9033,4.6,1.18,3.0,True,False
372,9,Signed by AustLII,0.6033,0.31,1.5367,0.3,1.5367,0.4467,0.6033,0.4533,0.0,True,False
373,9,8,4.2238,0.5234,4.2873,0.5234,4.2873,0.6379,4.2238,0.6379,1.0,True,False
374,9,istLI AustLII AustLI,6.5033,0.3467,8.0833,1.0067,7.9733,1.2867,6.4033,0.59,2.0,True,False
375,9,ustLII AustLII,4.5533,0.9933,5.7133,0.7,5.7667,0.9033,4.6,1.18,3.0,True,False
416,10,Signed by AustLII,0.6033,0.31,1.5367,0.3,1.5367,0.4467,0.6033,0.4533,0.0,True,False
417,10,9,4.2203,0.5234,4.2898,0.5234,4.2898,0.6383,4.2203,0.6383,1.0,True,False
418,10,istLI AustLII AustLI,6.5033,0.3467,8.0833,1.0067,7.9733,1.2867,6.4033,0.59,2.0,True,False
419,10,ustLII AustLII,4.5533,0.9933,5.7133,0.7,5.7667,0.9033,4.6,1.18,3.0,True,False
465,11,Signed by AustLII,0.6033,0.31,1.5367,0.3,1.5367,0.4467,0.6033,0.4533,0.0,True,False
466,11,10,4.1914,0.5234,4.3326,0.5234,4.3326,0.6379,4.1914,0.6379,1.0,True,False
467,11,istLI AustLII AustLI,6.5033,0.3467,8.0833,1.0067,7.9733,1.2867,6.4033,0.59,2.0,True,False
468,11,ustLII AustLII,4.5533,0.9933,5.7133,0.7,5.7667,0.9033,4.6,1.18,3.0,True,False
504,12,Signed by AustLII,0.6033,0.31,1.5367,0.3,1.5367,0.4467,0.6033,0.4533,0.0,True,False
505,12,11,4.1914,0.5234,4.3183,0.5234,4.3183,0.6361,4.1914,0.6361,1.0,True,False
506,12,istLI AustLII AustLI,6.5033,0.3467,8.0833,1.0067,7.9733,1.2867,6.4033,0.59,2.0,True,False
507,12,ustLII AustLII,4.5533,0.9933,5.7133,0.7,5.7667,0.9033,4.6,1.18,3.0,True,False
544,13,Signed by AustLII,0.6033,0.31,1.5367,0.3,1.5367,0.4467,0.6033,0.4533,0.0,True,False
545,13,12,4.1914,0.5234,4.3316,0.5234,4.3316,0.6361,4.1914,0.6361,1.0,True,False
546,13,istLI AustLII AustLI,6.5033,0.3467,8.0833,1.0067,7.9733,1.2867,6.4033,0.59,2.0,True,False
547,13,ustLII AustLII,4.5533,0.9933,5.7133,0.7,5.7667,0.9033,4.6,1.18,3.0,True,False
590,14,Signed by AustLII,0.6033,0.31,1.5367,0.3,1.5367,0.4467,0.6033,0.4533,0.0,True,False
591,14,13,4.1914,0.5234,4.3248,0.5234,4.3248,0.6379,4.1914,0.6379,1.0,True,False
592,14,istLI AustLII AustLI,6.5033,0.3467,8.0833,1.0067,7.9733,1.2867,6.4033,0.59,2.0,True,False
593,14,ustLII AustLII,4.5533,0.9933,5.7133,0.7,5.7667,0.9033,4.6,1.18,3.0,True,False
635,15,Signed by AustLII,0.6033,0.31,1.5367,0.3,1.5367,0.4467,0.6033,0.4533,0.0,True,False
636,15,14,4.1914,0.5234,4.3328,0.5234,4.3328,0.6361,4.1914,0.6361,1.0,True,False
637,15,istLI AustLII AustLI,6.5033,0.3467,8.0833,1.0067,7.9733,1.2867,6.4033,0.59,2.0,True,False
638,15,ustLII AustLII,4.5533,0.9933,5.7133,0.7,5.7667,0.9033,4.6,1.18,3.0,True,False
681,16,Signed by AustLII,0.6033,0.31,1.5367,0.3,1.5367,0.4467,0.6033,0.4533,0.0,True,False
682,16,15,4.1914,0.5234,4.3276,0.5234,4.3276,0.6379,4.1914,0.6379,1.0,True,False
683,16,istLI AustLII AustLI,6.5033,0.3467,8.0833,1.0067,7.9733,1.2867,6.4033,0.59,2.0,True,False
684,16,xustLII AustLI,4.5467,0.99,5.7133,0.6967,5.7667,0.9033,4.5933,1.18,3.0,True,False
726,17,Signed by AustLII,0.6033,0.31,1.5367,0.3,1.5367,0.4467,0.6033,0.4533,0.0,True,False
727,17,16,4.1914,0.5234,4.3321,0.5234,4.3321,0.6379,4.1914,0.6379,1.0,True,False
728,17,istLI AustLII AustLI,6.5033,0.3467,8.0833,1.0067,7.9733,1.2867,6.4033,0.59,2.0,True,False
729,17,ustLII AustLII,4.5533,0.9933,5.7133,0.7,5.7667,0.9033,4.6,1.18,3.0,True,False
772,18,Signed by AustLII,0.6,0.31,1.5333,0.3033,1.5333,0.4467,0.6033,0.4533,0.0,True,False
773,18,17,4.1914,0.5234,4.3313,0.5234,4.3313,0.6383,4.1914,0.6383,1.0,True,False
774,18,istLI AustLII AustLI,6.5033,0.3467,8.0833,1.0067,7.9733,1.2867,6.4033,0.59,2.0,True,False
775,18,ustLII AustLII,4.5533,0.9933,5.7133,0.7,5.7667,0.9033,4.6,1.18,3.0,True,False
819,19,Signed by AustLII,0.6,0.31,1.5367,0.3,1.5367,0.4467,0.6033,0.4533,0.0,True,False
820,19,18,4.1914,0.5234,4.3289,0.5234,4.3289,0.6379,4.1914,0.6379,1.0,True,False
821,19,istLI AustLII AustLI,6.5033,0.3467,8.0833,1.0067,7.9733,1.2867,6.4033,0.59,2.0,True,False
822,19,ustLII AustLI!,4.5533,0.9933,5.7133,0.7,5.7667,0.9033,4.6033,1.18,3.0,True,False
863,20,Signed by AustLII,0.6033,0.31,1.5367,0.3,1.5367,0.4467,0.6033,0.4533,0.0,True,False
864,20,19,4.1914,0.5234,4.3314,0.5234,4.3314,0.6383,4.1914,0.6383,1.0,True,False
865,20,istLI AustLII AustLI,6.5033,0.3467,8.0833,1.0067,7.9733,1.2867,6.4033,0.59,2.0,True,False
866,20,ustLII AustLII,4.5533,0.9933,5.7133,0.7,5.7667,0.9033,4.6,1.18,3.0,True,False
905,21,Signed by AustLII,0.6033,0.31,1.5367,0.3,1.5367,0.4467,0.6033,0.4533,0.0,True,False
906,21,20,4.1754,0.5234,4.3326,0.5234,4.3326,0.6379,4.1754,0.6379,1.0,True,False
907,21,istLI AustLII AustLI,6.5033,0.3467,8.0833,1.0067,7.9733,1.2867,6.4033,0.59,2.0,True,False
908,21,ustLII AustLII,4.5533,0.9933,5.7133,0.7,5.7667,0.9033,4.6,1.18,3.0,True,False
950,22,Signed by AustLII,0.6033,0.31,1.5367,0.3,1.5367,0.4467,0.6033,0.4533,0.0,True,False
951,22,21,4.1754,0.5234,4.3183,0.5234,4.3183,0.6361,4.1754,0.6361,1.0,True,False
952,22,istLI AustLII AustLI,6.5033,0.3467,8.0833,1.0067,7.9733,1.2867,6.4033,0.59,2.0,True,False
953,22,ustLII AustLII,4.5533,0.9933,5.7133,0.7,5.7667,0.9033,4.6,1.18,3.0,True,False
993,23,Signed by AustLII,0.6033,0.31,1.5367,0.3,1.5367,0.4467,0.6033,0.4533,0.0,True,False
994,23,22,4.1754,0.5234,4.3316,0.5234,4.3316,0.6361,4.1754,0.6361,1.0,True,False
995,23,istLI AustLII AustLI,6.5033,0.3467,8.0833,1.0067,7.9733,1.2867,6.4033,0.59,2.0,True,False
996,23,ustLII AustLII,4.5533,0.9933,5.7133,0.7,5.7667,0.9033,4.6,1.18,3.0,True,False
1023,24,Signed by AustLII,0.6033,0.31,1.5367,0.3,1.5367,0.4467,0.6033,0.4533,0.0,True,False
1024,24,23,4.1754,0.5234,4.3248,0.5234,4.3248,0.6379,4.1754,0.6379,1.0,True,False
1025,24,istLI AustLII AustLI,6.5033,0.3467,8.0833,1.0067,7.9733,1.2867,6.4033,0.59,2.0,True,False
1026,24,ustLII AustLI!,4.55,0.99,5.7133,0.6967,5.7667,0.9033,4.6,1.18,3.0,True,False
0,0,Signed by AustLII,0.2767,0.33,1.2468,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
1,0,1,7.216,0.52,7.2595,0.52,7.2595,0.6326,7.216,0.6326,1.0,True,False
2,0,istLI AustLII AustLII,6.5271,0.3767,8.1905,1.0734,8.0739,1.3735,6.4271,0.6267,2.0,True,False
31,1,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
32,1,2,7.2,0.52,7.2729,0.52,7.2729,0.6326,7.2,0.6326,1.0,True,False
